frame_num,bbox,class,id
5518,[177.14179202 187.15534473 245.16695133 324.11225729],person,210
5518,[569.07602377  53.02661389 648.53009622 311.89699994],person,247
5518,[272.08145115 145.07572465 331.45914985 225.78225166],person,298
5518,[249.16792453  60.19841727 285.8994186  137.92012604],person,317
5518,[507.04300615  44.01570737 546.95688155 103.98102841],person,346
5518,[318.39237525  59.39083818 354.87317099 141.08298184],person,389
5518,[221.93935421  58.17065757 257.92646206 139.4085881 ],person,440
5518,[424.8659251   57.04628415 472.4306802  132.29110409],person,442
5518,[548.82400409  57.40401602 605.85809547 241.1635035 ],person,474
5518,[354.99861062  71.79129979 399.96790378 143.01441585],person,478
5518,[226.75607963 224.36549378 332.64109618 355.05370235],chair,485
5518,[ 96.89944667  79.25662693 139.47750643 183.76783669],person,500
5518,[216.66347541 153.25033536 264.7453975  219.11445533],chair,501
5519,[177.84040648 187.06858524 245.56538775 323.33109459],person,210
5519,[569.01217699  52.22782555 647.38823547 312.75255945],person,247
5519,[271.35273733 144.9205645  331.23709071 225.92235097],person,298
5519,[249.12729786  60.94873225 285.97187636 137.97154121],person,317
5519,[506.34466365  43.32310827 547.14369871 104.63871343],person,346
5519,[318.25193382  59.76765605 354.85811114 141.67285048],person,389
5519,[222.82356041  58.82605024 258.46090905 139.15423509],person,440
5519,[424.78846472  56.35824801 472.8486648  132.08184438],person,442
5519,[547.77036898  57.27429961 603.75279096 241.00770051],person,474
5519,[354.49581836  71.37435639 399.77600206 143.01258693],person,478
5519,[225.59875221 224.10512553 332.07389035 355.77785226],chair,485
5519,[ 94.01905367  78.25285889 135.36995175 181.40956557],person,500
5519,[217.24043886 153.08369589 265.2773509  219.04317207],chair,501
5520,[177.75563103 187.69731277 245.40189473 323.04267988],person,210
5520,[568.1026833   40.77468531 648.39096868 313.71840675],person,247
5520,[272.9496194  144.86913591 332.60781729 225.97125135],person,298
5520,[248.32711234  60.52812733 286.10389889 138.66176374],person,317
5520,[506.73010557  43.71950626 547.20789765 104.23240736],person,346
5520,[318.06452438  59.91080524 354.98552196 142.55493889],person,389
5520,[222.78283478  58.38668132 259.02293093 139.72780696],person,440
5520,[424.43931356  56.10096404 473.33733906 132.66563246],person,442
5520,[546.65554939  55.91438311 602.21215193 241.45955505],person,474
5520,[354.11630738  70.54635049 399.90284847 143.01113227],person,478
5520,[225.0605222  224.05859582 331.6203098  355.93270042],chair,485
5520,[ 92.13256098  77.22859271 132.23043725 178.58503711],person,500
5520,[217.48503945 153.02101926 265.4443749  219.0158224 ],chair,501
5521,[177.10192942 187.26776576 245.96010101 325.5985216 ],person,210
5521,[568.57007165  42.94978117 645.31284168 306.96541203],person,247
5521,[274.23296498 146.17776944 332.43313238 225.33111045],person,298
5521,[248.13756914  62.34573086 285.37764982 138.91500326],person,317
5521,[507.48081872  43.87867318 547.93779979 104.07416479],person,346
5521,[319.03220121  60.62391069 355.3104489  141.56967786],person,389
5521,[223.63599541  58.87669449 259.68280858 139.27593623],person,440
5521,[424.1292252   55.34807148 473.05212904 131.57163216],person,442
5521,[545.46659881  53.43894518 600.35430504 240.88576793],person,474
5521,[354.40911604  72.20611508 398.86316982 142.3503292 ],person,478
5521,[226.41192509 224.04071382 331.23340699 354.66285329],chair,485
5521,[ 89.44544016  76.87213417 128.62093854 175.59398165],person,500
5521,[217.22110819 152.99820993 265.19248065 219.00538151],chair,501
5522,[176.65356702 186.44882677 246.37227311 327.20965473],person,210
5522,[568.41835331  43.90723341 642.94404751 302.9293418 ],person,247
5522,[274.47685262 146.07044375 332.72289329 225.26117321],person,298
5522,[248.26640048  63.02496488 285.22946091 139.02035607],person,317
5522,[507.70650108  43.94119078 548.25477283 104.01531274],person,346
5522,[319.118142    60.23152073 355.71699547 141.85334965],person,389
5522,[223.73732812  59.7177819  259.48004143 139.10061286],person,440
5522,[423.4902758   55.06494403 472.81364151 131.81605452],person,442
5522,[545.28393406  53.12625003 599.28846536 241.2140089 ],person,474
5522,[354.41561756  72.16478624 399.25243513 142.76654135],person,478
5522,[219.4354189  224.69516221 323.96304992 353.52166564],chair,485
5522,[ 87.27666183  76.7672081  126.70932358 175.24076045],person,500
5522,[217.39813507 152.99060197 265.47094486 219.00144592],chair,501
5523,[176.48119194 186.13583764 246.53040567 327.81907094],person,210
5523,[569.16478168  46.96433428 641.17856742 298.11279289],person,247
5523,[248.17672371  59.98869328 286.50307928 138.23659306],person,317
5523,[507.92512916  43.30546885 548.88390748 103.99427711],person,346
5523,[319.52068141  62.06422648 355.49169003 141.95849726],person,389
5523,[223.15429072  60.02008613 258.67587607 139.03419489],person,440
5523,[423.31937344  54.9640393  472.00622189 130.59402507],person,442
5523,[545.29870011  51.70692052 598.72984112 241.24542966],person,474
5523,[354.39352913  72.14149863 399.42678067 142.92009865],person,478
5523,[223.90197298 224.93819814 328.1230925  354.42988049],chair,485
5523,[ 85.83408658  76.74808999 125.53163031 174.50555885],person,500
5523,[216.87056494 152.98870616 264.84111907 219.00000528],chair,501
5524,[177.22916421 187.33185579 246.43345189 326.07137713],person,210
5524,[569.70526219  47.48250556 640.85402626 297.67496828],person,247
5524,[248.21752875  54.02175697 288.73570031 138.0787263 ],person,317
5524,[507.52915023  43.06846146 548.9239833  104.64551043],person,346
5524,[319.24666283  62.094104   355.82366128 143.33061299],person,389
5524,[222.94485305  60.11948233 258.36087743 139.00949674],person,440
5524,[423.44476941  54.9331959  472.85175937 131.46006324],person,442
5524,[545.3834442   51.16618293 598.38936403 242.47846681],person,474
5524,[354.18326756  71.46084977 399.70174681 142.97786164],person,478
5524,[224.83725899 225.0243992  329.10318999 354.77384277],chair,485
5524,[ 83.20663938  77.43125954 120.0612801  166.9397835 ],person,500
5524,[217.38720208 153.64963231 264.54072417 218.33876972],chair,501
5525,[177.2222848  187.79340058 246.02525114 324.72449531],person,210
5525,[569.87535998  47.02441826 640.72039196 298.21404724],person,247
5525,[273.78843153 152.17974449 327.20705666 223.23203928],person,298
5525,[248.42182773  51.91683094 289.33387609 138.02303072],person,317
5525,[507.50661939  42.98239958 549.4501203  105.54878383],person,346
5525,[318.98686105  62.09927276 355.44077034 143.17594927],person,389
5525,[222.71888302  60.80889081 257.72328712 139.00051416],person,440
5525,[423.3585693   54.92658829 472.6523846  131.12905612],person,442
5525,[545.79304951  51.61779008 597.84033784 242.22655319],person,474
5525,[354.10080496  71.19806373 399.81399738 142.99901673],person,478
5525,[224.72269626 225.05177413 329.28304232 355.56849848],chair,485
5525,[ 81.48687204  76.33891912 118.41375363 165.57378565],person,500
5525,[217.05180917 153.90098437 264.28842123 218.75453173],chair,501
5526,[175.94699811 185.96993029 245.81400836 326.21276932],person,210
5526,[571.49796672  44.21834725 642.38075301 300.43808522],person,247
5526,[274.31571685 153.63114692 325.9037579  220.84128492],person,298
5526,[248.27727477  51.10699107 289.13055314 138.00169658],person,317
5526,[507.43226647  42.95381245 549.04711218 105.23655085],person,346
5526,[319.05314336  61.43168314 355.78371975 143.10939409],person,389
5526,[223.13010062  59.05491483 258.98753709 138.99747649],person,440
5526,[423.40712274  54.93020864 473.16747265 131.66788239],person,442
5526,[547.24174317  52.45715805 598.26029149 242.04752348],person,474
5526,[353.96470689  71.75402834 399.30652448 143.00628186],person,478
5526,[227.63904394 224.39735666 331.00909856 354.54872994],chair,485
5526,[ 78.01416881  74.61766748 115.4320359  165.82731831],person,500
5526,[217.12263545 153.99221317 264.65954755 218.910649  ],chair,501
5527,[176.0603449  185.9497149  245.80682818 326.76425779],person,210
5527,[572.55543179  45.15336136 641.86029344 299.32478942],person,247
5527,[274.5925032  154.24941839 325.34668725 220.35074658],person,298
5527,[248.42940588  50.16545079 288.82758523 137.34248113],person,317
5527,[507.62214635  42.9477692  548.65569174 104.45231895],person,346
5527,[318.4153065   60.51579226 355.25362648 142.42011096],person,389
5527,[223.51378436  59.71441496 259.22485399 138.99657815],person,440
5527,[423.29880615  54.93607776 472.83734966 131.21478457],person,442
5527,[548.25379768  52.78447664 598.58236005 241.91035016],person,474
5527,[353.92057332  71.96121058 399.11191052 143.00822841],person,478
5527,[224.89419047 224.14517334 328.22831802 354.16121464],chair,485
5527,[ 76.60343821  74.67396808 113.33135521 164.64783353],person,500
5527,[217.36393259 154.02363937 265.24551676 218.97001284],chair,501
5528,[176.34363344 186.60493857 245.57021254 325.65478442],person,210
5528,[573.46569843  44.2178595  642.41996151 300.90787009],person,247
5528,[248.50830251  49.82780203 288.67854589 137.74391875],person,317
5528,[507.61054984  42.94984136 549.23918624 105.4754007 ],person,346
5528,[318.67490694  60.8256892  355.20687252 142.15459962],person,389
5528,[222.82662092  59.29793882 258.8169077  138.99657756],person,440
5528,[423.62512555  54.94313865 473.67511809 131.70604304],person,442
5528,[549.60347251  53.56913622 599.01604998 241.79948227],person,474
5528,[354.19467621  72.03395875 399.41722225 143.00829245],person,478
5528,[225.57357156 224.71077584 328.09739519 354.01831151],chair,485
5528,[ 76.4574785   74.05219137 112.42960184 162.95127747],person,500
5528,[217.08363128 154.03252583 265.17290668 218.99231322],chair,501
5529,[176.51353914 186.1961774  246.08598458 326.55139176],person,210
5529,[573.76332581  44.54347229 641.97254315 301.51748344],person,247
5529,[248.94206004  50.37472942 288.20854205 137.24642612],person,317
5529,[507.81321107  42.95330405 549.2415866  105.20042204],person,346
5529,[318.28039158  60.28210238 355.02058074 142.05268154],person,389
5529,[223.61203858  59.79756653 259.5995339  138.99680749],person,440
5529,[423.60001094  54.94929571 473.4839987  131.23371519],person,442
5529,[550.48202904  53.86856779 599.43277203 242.36160991],person,474
5529,[353.9955768   72.05609048 399.17832858 143.00771347],person,478
5529,[222.60262628 224.92366367 325.31399079 353.30599058],chair,485
5529,[ 76.58481904  73.84401427 112.13213648 162.39894251],person,500
5529,[216.63916624 154.03314191 264.81753263 219.00042667],chair,501
5530,[176.6588824  186.04463289 245.54072243 325.56796688],person,210
5530,[575.40428827  47.32791087 641.54482978 298.4621109 ],person,247
5530,[248.96552078  50.6117029  287.50210845 136.39824616],person,317
5530,[508.45643246  42.95824759 549.32339758 104.43101599],person,346
5530,[318.88723964  61.39759696 354.85572159 141.35491795],person,389
5530,[223.43641292  59.31892164 259.70310594 138.99713898],person,440
5530,[424.21630505  54.95539826 474.11148603 131.05543762],person,442
5530,[550.65250376  54.63818952 599.05276196 240.55420701],person,474
5530,[353.83258346  72.05948759 399.18047854 143.00695522],person,478
5530,[219.84631499 224.33741294 323.92124604 353.7067351 ],chair,485
5530,[ 76.3100523   73.1172401  111.85154094 161.5917128 ],person,500
5530,[217.1087975  154.03092148 265.36637882 219.00314269],chair,501
5531,[176.791606   185.98976068 245.91808095 326.51250449],person,210
5531,[576.50021151  47.07464813 642.19100435 298.64388364],person,247
5531,[266.43669621 156.98126667 329.75354639 238.54104595],person,298
5531,[248.14983606  50.72102824 286.72951565 136.74181397],person,317
5531,[508.4230984   42.96324638 549.61875191 104.8000514 ],person,346
5531,[319.10898377  63.15726004 354.80478893 142.42265885],person,389
5531,[223.06731209  59.13513851 259.37807096 138.99744197],person,440
5531,[424.31674518  54.96068871 473.81896243 130.32950364],person,442
5531,[549.2593516   52.94086251 598.32974867 241.14017292],person,474
5531,[354.1850114   72.71784363 398.77265927 142.34463853],person,478
5531,[219.84155889 224.77655572 324.38225024 353.86193557],chair,485
5531,[ 75.60458105  73.53481247 111.17514847 162.02207821],person,500
5531,[217.26493568 154.02790771 265.59360551 219.00383279],chair,501
5532,[176.25061277 185.97170832 245.33448444 326.86665737],person,210
5532,[577.34170749  46.98439495 642.61964622 299.38998809],person,247
5532,[265.7816912  157.62629185 329.85657503 240.13409058],person,298
5532,[248.01565928  50.77622558 286.92367259 137.53423577],person,317
5532,[508.28827371  42.96727432 549.18076849 104.27899071],person,346
5532,[319.30767879  63.14140818 354.66944173 141.49099651],person,389
5532,[222.6847309   59.72329682 258.83178881 138.99773271],person,440
5532,[424.23291569  54.96557111 473.1637737  129.39565807],person,442
5532,[547.92848316  52.9608039  597.52720475 241.33278701],person,474
5532,[354.11565839  72.29543584 398.82722034 142.09378888],person,478
5532,[222.49390478 224.28066616 327.90030609 355.24866636],chair,485
5532,[ 74.5247329   73.04262897 110.55296641 162.23918761],person,500
5532,[216.80932104 153.36365673 265.52824916 219.00378663],chair,501
5533,[176.2028992  185.96762294 244.95622433 326.99708497],person,210
5533,[577.80213927  46.95491698 642.59244724 299.68629384],person,247
5533,[248.34415285  49.49618935 287.93362335 138.49395579],person,317
5533,[508.03008839  42.97127694 549.2077431  104.74308675],person,346
5533,[319.35900986  64.45769667 354.6410502  142.47416675],person,389
5533,[222.60686504  59.94352461 258.55555052 138.99801045],person,440
5533,[424.38322512  54.96992251 474.06578659 130.38288068],person,442
5533,[547.90990515  53.62941274 597.36553544 240.71427941],person,474
5533,[354.46487607  72.13385159 399.13935914 142.00310674],person,478
5533,[221.96433017 224.75101811 326.82098848 355.11254351],chair,485
5533,[ 73.85305453  73.53734317 108.72537766 159.71147128],person,500
5533,[216.80012107 154.42974111 264.67893978 219.00352254],chair,501
5534,[176.43116617 185.96858993 244.57137573 326.38207709],person,210
5534,[577.65195573  46.94826009 642.19918089 300.47100513],person,247
5534,[248.43177985  49.67426166 287.70115248 138.20495319],person,317
5534,[508.49916747  42.97449336 549.96307325 104.91779088],person,346
5534,[319.22775823  64.27306623 354.77997918 142.84190983],person,389
5534,[222.25001213  59.35953847 258.78112602 139.66066117],person,440
5534,[424.58691157  55.63273019 472.93385679 128.77683756],person,442
5534,[547.69323738  55.86849687 596.8383771  240.44872098],person,474
5534,[354.05769668  71.40723679 399.13687357 141.97224454],person,478
5534,[219.34045521 224.26965614 325.53059748 355.71828247],chair,485
5534,[ 72.64471762  73.07336139 106.46745395 156.79223537],person,500
5534,[216.88173065 154.17346413 264.93132125 219.00312287],chair,501
5535,[176.88658121 185.97130075 244.72382592 326.14467473],person,210
5535,[577.25994395  44.96850192 642.34569796 302.75656938],person,247
5535,[248.11989719  49.76262414 287.29442805 138.08880945],person,317
5535,[508.25117612  42.97746176 550.66737864 106.30245815],person,346
5535,[319.17068857  63.53028087 354.83912105 142.31507814],person,389
5535,[222.46436085  59.79540331 258.519942   139.2505135 ],person,440
5535,[424.33815499  55.88882593 472.82331175 129.5066283 ],person,442
5535,[548.20331311  56.04797679 597.36339444 240.32347813],person,474
5535,[352.91673021  68.4947267  400.12530531 142.62304313],person,478
5535,[219.21940595 224.08767833 325.50952441 355.28516363],chair,485
5535,[ 71.28737899  72.91651188 104.66393879 156.45282056],person,500
5535,[216.91673284 154.07545113 265.0215485  219.00278734],chair,501
5536,[177.11066848 185.97428852 244.73388054 326.05376968],person,210
5536,[577.36551442  46.19734417 641.46178041 300.99346646],person,247
5536,[264.65630894 156.45055637 333.74711421 246.94711535],person,298
5536,[248.13276204  48.49255513 287.66525527 138.04282304],person,317
5536,[508.24158856  42.97979531 550.18508588 105.51288063],person,346
5536,[ 45.50254411 138.63828107 121.87487891 256.8956641 ],person,347
5536,[318.35220378  61.91579779 354.33408428 141.4515156 ],person,389
5536,[222.98356002  60.62276683 258.64906115 139.09063211],person,440
5536,[424.18999399  55.98164256 471.5154452  127.79313283],person,442
5536,[547.85478555  56.76738589 596.76756659 239.59663465],person,474
5536,[349.75061989  60.28027092 401.94018257 143.51576113],person,478
5536,[225.72149426 224.67935666 330.86379221 355.77640366],chair,485
5536,[ 71.13402865  72.8701594  104.44586981 156.376509  ],person,500
5536,[216.34627286 154.03669653 264.97820854 219.66325454],chair,501
5537,[177.52375842 185.9771636  245.07235528 326.01905107],person,210
5537,[576.95091104  44.03323965 641.54158571 302.29830068],person,247
5537,[265.34826694 154.93821302 336.05833333 249.52311165],person,298
5537,[248.43668093  49.3346193  287.50589891 138.02437413],person,317
5537,[508.50174324  42.98238238 550.38176948 105.19988353],person,346
5537,[ 41.79580594 140.59430112 117.66532481 258.0364292 ],person,347
5537,[318.05049321  62.6224286  354.13829884 142.44550984],person,389
5537,[222.37015094  60.26503503 258.17922154 139.02992003],person,440
5537,[424.5105278   56.01404164 471.98645904 128.49132704],person,442
5537,[547.83503078  56.3640333  597.08435802 240.63249037],person,474
5537,[351.33169091  64.68513961 400.47337212 143.22790966],person,478
5537,[226.06895704 224.71575962 331.26397985 355.88042985],chair,485
5537,[ 72.02140297  72.86454134 104.87757182 155.73038855],person,500
5537,[214.7929434  153.36287763 263.66771924 219.91122453],chair,501
5538,[176.89802827 185.97979982 244.6605954  326.66676427],person,210
5538,[578.2305827   44.54525689 642.08986393 302.12949191],person,247
5538,[264.26233219 152.4885321  337.55943158 252.36292033],person,298
5538,[248.07569392  49.67610266 287.260716   138.67615672],person,317
5538,[508.93623778  42.98451691 550.77164545 105.07960531],person,346
5538,[317.68933414  61.57113201 354.31623436 142.82472458],person,389
5538,[222.95449169  59.46514664 259.17660533 139.00741041],person,440
5538,[424.42457422  56.02414488 472.36886817 129.41937468],person,442
5538,[548.64920036  56.8632261  597.6965631  240.3485312 ],person,474
5538,[351.01809593  64.03025676 400.60367889 143.28793597],person,478
5538,[223.83870806 224.16637333 328.72747047 355.21775509],chair,485
5538,[ 73.69878953  72.20510721 106.48420097 154.86974163],person,500
5538,[215.93324465 153.10705957 264.72647836 219.34621072],chair,501
5539,[177.34757981 185.98209958 245.13829327 326.91038194],person,210
5539,[578.19755066  43.43521742 642.13796286 303.38180911],person,247
5539,[265.36569249 151.53479312 338.51607842 252.79351529],person,298
5539,[248.07080124  49.81411784 287.03631814 138.261939  ],person,317
5539,[509.36811385  42.98634684 551.30111139 105.03314665],person,346
5539,[317.96381139  61.82999917 353.97834652 141.65444776],person,389
5539,[223.19112681  59.82015302 259.53775728 138.9992368 ],person,440
5539,[425.18449778  56.02592979 473.70348656 130.43461822],person,442
5539,[549.27668144  58.36708066 597.60307987 239.56268294],person,474
5539,[351.31449839  65.40275183 399.78528166 143.07918074],person,478
5539,[217.72071315 225.39745929 321.00319972 352.37529637],chair,485
5539,[ 75.99444222  69.96890509 109.49482783 155.26010709],person,500
5539,[216.83070945 153.67136471 265.3448112  219.12616028],chair,501
5540,[177.30054132 185.98419211 244.87846089 326.33992012],person,210
5540,[578.825658    43.68430011 642.15075612 303.19332207],person,247
5540,[267.31682058 151.15370452 336.7440815  246.47708449],person,298
5540,[247.69258809  48.55403279 287.32843446 138.76176026],person,317
5540,[509.49090541  42.98795588 551.52824327 105.0149934 ],person,346
5540,[318.06692686  61.93262342 353.85916664 141.20091353],person,389
5540,[222.92062656  59.95463848 259.37039906 138.99653343],person,440
5540,[425.87114933  56.02475165 474.46797462 130.82092209],person,442
5540,[549.38336626  58.25781901 597.685161   239.918302  ],person,474
5540,[350.74786974  64.97975112 399.53942838 143.71232376],person,478
5540,[221.48010406 225.83775318 325.04125159 352.70121641],chair,485
5540,[ 77.04298349  69.1532765  110.44310464 155.43141883],person,500
5540,[216.60194891 153.22475667 265.48695701 219.04199719],chair,501
5541,[177.41335569 185.98610713 245.30943916 326.78217192],person,210
5541,[579.01673851  45.11230708 641.52012725 302.45483874],person,247
5541,[267.03324189 151.02387413 337.30634695 247.4792687 ],person,298
5541,[247.70460293  48.74284195 287.28552234 138.94761198],person,317
5541,[509.49924258  42.98937855 551.63717823 105.00774547],person,346
5541,[317.71594055  61.30903177 354.2099881  142.35971667],person,389
5541,[223.28121177  60.66508168 259.50214592 138.99587072],person,440
5541,[425.70946134  55.36376064 474.51539924 130.96610137],person,442
5541,[549.53166462  58.20358501 597.59608292 239.38208521],person,474
5541,[350.81595524  64.8343433  399.18832312 143.27790147],person,478
5541,[220.64549181 225.33058022 326.09212335 354.15617173],chair,485
5541,[ 76.79936406  68.59858697 110.10624708 154.63477369],person,500
5541,[216.77009398 153.05842814 265.94323975 219.01067541],chair,501
5541,[181.02796387 133.00767464 389.99114186 186.98924867],dining table,508
5542,[176.99984835 185.98771538 244.60700927 326.28758719],person,210
5542,[579.46552669  45.66403809 641.54293709 302.83172988],person,247
5542,[247.85096028  49.48572462 287.12937801 139.01530708],person,317
5542,[509.94121865  42.99063574 551.88588403 104.34386203],person,346
5542,[317.74149449  62.38920148 354.18832566 143.44852533],person,389
5542,[222.74724727  59.6030363  259.55507433 138.99597305],person,440
5542,[426.20242431  55.11276111 475.2822009  131.67514195],person,442
5542,[550.00867865  58.16971113 597.79187865 239.8345376 ],person,474
5542,[351.08669549  66.11169735 398.82035578 143.76653306],person,478
5542,[220.10963289 225.79639644 326.05878917 354.70403519],chair,485
5542,[216.00802927 152.99758406 265.61909613 219.65900567],chair,501
5542,[180.82696334 132.95831661 390.16094653 187.0356757 ],dining table,508
5543,[177.37123152 185.98919724 244.47282388 325.43678967],person,210
5543,[579.14391471  44.55276318 641.36300509 303.63213638],person,247
5543,[247.7882845   49.11708983 287.19025908 139.03709071],person,317
5543,[510.03401229  42.99181532 552.03932291 104.09282375],person,346
5543,[317.76850143  62.14743721 354.16827729 143.20494584],person,389
5543,[223.4388084   60.52127596 259.99815856 138.99624894],person,440
5543,[426.37877458  55.01879823 474.91848909 131.28540654],person,442
5543,[550.21581656  57.48492174 597.82679336 239.99953766],person,474
5543,[350.85660289  65.86268629 398.79350802 143.85399981],person,478
5543,[279.06167456 151.00318282 326.01046979 216.18434644],person,481
5543,[218.65828174 225.97044157 325.32088665 354.91321076],chair,485
5543,[216.02507054 152.97689806 265.84610357 219.90353746],chair,501
5543,[183.48581199 133.7387117  389.78536597 186.25914762],dining table,508
5544,[177.82060789 186.65304936 244.77788015 325.77899788],person,210
5544,[578.88538507  46.11280517 640.09904782 300.63618719],person,247
5544,[248.14916084  50.30075655 286.83018558 138.38346203],person,317
5544,[510.19355449  42.9928042  551.95744702 103.33847129],person,346
5544,[318.04685586  62.71403257 353.89688859 142.4475211 ],person,389
5544,[222.42451215  60.87150874 258.78872606 138.99666504],person,440
5544,[427.17284229  55.64434939 474.69620015 130.4709898 ],person,442
5544,[550.29703422  57.21775686 597.82479181 240.05563527],person,474
5544,[351.86765644  67.46816162 397.99709994 142.43269317],person,478
5544,[273.2458724  151.88545053 329.05500382 225.0126159 ],person,481
5544,[216.31983872 226.69273068 322.87835421 354.32938057],chair,485
5544,[ 89.17164977  66.99253213 118.88189645 146.71219444],person,500
5544,[215.86241492 153.6297278  265.44341431 219.99419052],chair,501
5544,[182.66740694 133.92617543 389.80089599 186.07241104],dining table,508
5545,[178.53011269 186.90246829 244.35234924 323.26219825],person,210
5545,[579.2338329   49.3730267  639.15323281 297.49312113],person,247
5545,[248.36514018  50.09439174 286.616305   137.46554989],person,317
5545,[509.77877095  42.9937179  552.38598281 104.38957346],person,346
5545,[317.63221976  60.93563945 354.31858612 142.81984041],person,389
5545,[222.35358131  59.67277434 259.34857664 138.99704658],person,440
5545,[427.31404745  55.88429519 474.75803381 130.82204136],person,442
5545,[550.5130085   57.77136921 597.62673662 239.41018555],person,474
5545,[351.31075525  67.81445644 397.89593798 143.4850429 ],person,478
5545,[273.33084337 151.70032515 329.00238473 224.64025829],person,481
5545,[221.37313037 225.63263006 329.31745328 355.43424271],chair,485
5545,[ 90.83902808  66.12977182 119.75982939 146.52994751],person,500
5545,[216.13443804 153.88026175 265.61707291 220.02534345],chair,501
5545,[182.90261929 133.97398411 389.64870422 186.02265551],dining table,508
5546,[178.23666469 186.9940264  244.7506058  324.31504403],person,210
5546,[579.71619836  48.58483162 639.77783975 297.66262382],person,247
5546,[248.76115141  50.01832584 286.88632669 137.12395104],person,317
5546,[509.59910156  43.65288598 551.90255221 104.12445925],person,346
5546,[317.891785    62.24145398 354.06376297 142.95686828],person,389
5546,[222.15787002  59.88022594 259.0714985  138.99735459],person,440
5546,[427.77912573  55.97302495 475.0180973  130.9524087 ],person,442
5546,[549.40521514  57.31370893 596.74219532 239.16012369],person,474
5546,[350.83536757  67.2704287  397.48482778 143.18225662],person,478
5546,[273.3013066  151.94452155 330.51165741 224.91622171],person,481
5546,[223.23089466 225.89122659 331.09647581 355.84477395],chair,485
5546,[ 91.7897631   65.54620997 120.49136483 145.33640298],person,500
5546,[216.43222269 153.97368197 265.4880121  219.37281056],chair,501
5547,[178.43230715 187.02537049 244.59120269 323.38976659],person,210
5547,[579.60138282  48.94709923 639.63290972 297.74026395],person,247
5547,[248.69829367  48.00202472 287.86219071 137.66301734],person,317
5547,[509.03946697  43.24041271 552.19443538 104.68919744],person,346
5547,[317.8666448   62.75185471 354.09458295 143.66951864],person,389
5547,[222.3433977   61.2819264  258.7072083  138.99767152],person,440
5547,[428.0092633   56.00508114 475.04865964 131.00008328],person,442
5547,[549.08727843  57.79785495 596.30496645 238.4031079 ],person,474
5547,[350.68418945  67.06709171 397.31304393 143.066879  ],person,478
5547,[269.20519213 150.48089991 336.36128627 237.61526221],person,481
5547,[224.79020398 225.9877009  331.56477763 355.33686449],chair,485
5547,[ 92.15956801  67.35654784 119.46821737 145.60657119],person,500
5547,[216.2975528  154.00718261 265.68574526 219.78757103],chair,501
5548,[178.55578803 187.69785693 244.47798555 322.38317338],person,210
5548,[579.1988575   47.74626678 639.93012421 299.77643231],person,247
5548,[250.29775311  44.63563023 291.18266609 139.17571618],person,317
5548,[508.50117525  43.08587358 551.96974958 104.89974769],person,346
5548,[317.99423382  62.94168979 353.97147739 143.27344757],person,389
5548,[221.98851057  59.81546492 258.99798704 138.99797604],person,440
5548,[427.68374118  55.35480751 474.79760938 131.01624952],person,442
5548,[549.00915895  57.97686376 596.0978439  238.11639147],person,474
5548,[350.48140944  66.99314798 397.40650126 143.68364468],person,478
5548,[267.78343585 150.0194157  337.69532645 241.59944705],person,481
5548,[227.65360582 224.69841781 334.72891838 355.80048814],chair,485
5548,[ 92.99453477  67.04091732 120.05411333 144.5768491 ],person,500
5548,[215.95120004 154.01809845 265.3942603  219.94214847],chair,501
5548,[180.75363794 134.01293036 390.44463822 186.87592649],dining table,508
5549,[178.26427862 187.28076858 244.77018992 322.68214314],person,210
5549,[578.89117841  47.28897203 639.53419566 298.5709502 ],person,247
5549,[251.01925717  43.36513472 292.32395589 139.75075539],person,317
5549,[508.27892198  43.02676526 551.89668716 104.97903427],person,346
5549,[318.42063295  64.33495674 353.54927693 142.45598704],person,389
5549,[221.86901283  59.27056255 259.09623933 138.99818638],person,440
5549,[427.72722955  55.76756654 474.52515971 131.02068909],person,442
5549,[549.78014428  57.37646884 597.21029218 238.67366136],person,474
5549,[350.78707657  67.6269643  397.07109384 143.25701401],person,478
5549,[268.23572437 150.51721654 338.46441192 243.01570286],person,481
5549,[228.26497284 224.87111517 335.02881568 356.62878695],chair,485
5549,[215.55118385 154.02047454 264.89186072 219.99889533],chair,501
5549,[180.69226187 134.05040756 390.43061023 186.92530695],dining table,508
5550,[178.30453596 188.44593419 244.06569704 320.8172919 ],person,210
5550,[577.94847281  47.11105449 638.880834   299.44121048],person,247
5550,[251.7673875   42.89131244 292.92898673 139.97165998],person,317
5550,[507.80319858  43.00466404 551.59949035 105.00758106],person,346
5550,[318.28968131  64.18813473 353.68435343 142.81253571],person,389
5550,[221.83525762  59.0642452  259.12531933 138.99839314],person,440
5550,[427.40295258  55.26454133 474.75176151 131.68189286],person,442
5550,[549.70268163  57.1469705  597.33599243 239.54523153],person,474
5550,[350.64587744  67.6205591  396.93913806 143.27148294],person,478
5550,[267.3244339  150.22925021 340.10902516 246.08509311],person,481
5550,[228.26537239 224.9396361  334.00243192 356.28127643],chair,485
5550,[214.84950174 154.01977685 264.59411621 220.6788144 ],chair,501
5551,[177.32135578 186.87751    244.79444044 322.79808795],person,210
5551,[578.48583148  46.38252522 639.72500603 300.4359677 ],person,247
5551,[252.12297222  44.03820697 292.41431336 140.05058932],person,317
5551,[507.50346697  42.99680528 550.94723847 104.35699625],person,346
5551,[318.1024287   64.12762047 353.87450764 143.60612603],person,389
